ID,取引価格（総額）_log
1000077,7.904134039898851
1000129,6.678466631597156
1000130,7.094799798044783
1000132,7.116774032601983
1000133,6.703039074788021
1000134,7.673482155167262
1000135,7.516939295108796
1000417,6.523609461643666
1000419,6.506468541785681
1000420,7.906526467316988
1000421,7.73677622560145
1000424,7.4925706710115945
1000426,7.301349403336678
1000591,7.3893206840430965
1000593,7.405042822761619
1000594,7.562022188103618
1000773,6.7848329699161
1000774,6.876166471877145
1000776,6.692688425381445
1000838,7.198430050544463
1000841,7.043349624914182
1000845,7.574748670817009
1000848,7.055522825894124
1000851,6.39665515810238
1001023,7.60142378218853
1001025,7.622506411438094
1001027,7.866556499329263
1001161,7.181224028968673
1001200,7.683674200425725
1001201,7.53713437610858
1001328,6.426459464730126
1001330,7.465353315704021
1001429,7.30204713897696
1001432,7.533418134306681
1001513,7.464024138567021
1001575,7.2887042947640985
1001578,7.551037133663559
1001637,7.413952365704175
1001712,6.746937371946483
1001888,7.622727936752544
1001942,7.7281952167204935
1001945,7.678383710679707
1001948,7.441270688238124
1001954,7.880235108804102
1001957,7.359579911104925
1002322,7.637159940831919
1002753,7.42663293421297
1002850,7.595753831896103
1002906,7.260143162303966
1002907,6.686489654529549
1002948,7.3931993743532125
1002950,7.067484948533255
1002952,6.995378410987429
1003048,7.6355966767620895
1003051,6.800956004416416
1003052,7.44652917323464
1003054,6.978513308371718
1003056,6.394607188742358
1003059,7.6355966767620895
1003062,7.472991416507195
1003064,7.580025839002814
1003203,7.621144885672468
1003289,6.905988201997712
1003291,7.5723642208992015
1003418,7.616916123147741
1003421,7.200736178951998
1003424,6.897001958092113
1003607,7.2979318414229795
1003682,7.311230111664459
1003785,7.642288911767837
1003914,6.9544414718981225
1003977,7.317360551022893
1004102,7.606089936678913
1004599,7.56432757482621
1004738,7.521384202473208
1004801,7.609227060243543
1004805,7.5823137055215115
1005034,6.949271712153587
1005105,7.140151702969284
1005110,7.54470404897365
1005116,7.459525861903061
1005121,7.443824308608654
1005203,6.518141238181458
1005255,7.41833645072007
1005266,6.970231955135536
1005268,6.910795250579748
1005270,7.547855013012823
1005273,6.910795250579748
1005367,7.684661546941065
1005377,7.596939415462352
1005378,7.501326934397424
1005380,7.470535643335554
1005382,7.558915805228902
1005575,7.629550232919309
1005596,6.590054648903127
1005598,6.872628321181992
1005654,7.327746613050915
1005658,7.471121360851253
1005662,7.425953603106843
1005666,7.519519203415712
1005670,7.3976623582249745
1005673,7.491624418218643
1005676,6.610320716572039
1005678,6.919228069073566
1005811,6.917928693467589
1005813,7.515150867589064
1005942,6.361506000259535
1005943,7.031235760264627
1005945,6.257018367254966
1006265,7.4082471999586925
1006427,6.982742437128792
1006431,6.807788353649324
1006435,6.359565300650988
1006580,7.269132623602774
1006650,7.238088826342012
1006653,7.0503430699976635
1006797,7.350422544640333
1007115,7.539936999184999
1007180,6.994166920654383
1007356,6.774464601492409
1007424,6.970140293828044
1007426,7.094860262245849
1007429,6.756194083470595
1007507,6.82347548240551
1007511,6.983189173849206
1007802,6.968684520848962
1008066,7.1754380859143625
1008069,6.921410120069024
1008173,6.311369496942057
1008176,7.194354019847707
1008180,6.935858347513781
1008460,7.599423487748038
1008462,7.547454601147871
1008547,6.878229205929918
1008658,6.8672724776208485
1008724,7.527469617323524
1008777,7.1770131904009125
1008779,7.156093735373458
1008780,7.46322262917416
1008972,7.202635885959684
1009091,7.392183769057648
1009289,7.166839093727278
1009291,7.523777460146193
1009320,7.032717650630047
1009322,7.379444457178053
1009533,6.972867786151971
1009578,6.879620933722226
1009611,7.653927718852396
1009617,7.600392593833855
1009834,6.789400852581895
1010110,7.59813566493473
1010325,7.123897528400994
1010328,7.2874745824253955
1010591,7.468683659949891
1010594,7.407451311349612
1010596,7.407451311349612
1010624,6.983647182468276
1010667,7.339271721051341
1010675,7.2674116623091525
1010769,7.432363123727631
1010881,6.63998219673784
1010970,6.482105345790618
1010971,7.316275918956844
1011157,6.631930104362319
1011182,6.803004940975611
1011236,7.244298374303427
1011239,7.178593054168644
1011426,7.663315370377642
1011435,7.155947006292748
1011563,7.059315404401391
1011568,6.862244113862993
1011695,6.982483433315698
1011871,7.234232097508023
1011883,7.170442498521692
1012003,7.450961059193647
1012245,6.896325560742834
1012422,7.542617324438549
1012448,7.059814287559347
1012544,6.737116958491209
1012548,6.743170305017585
1012553,6.658951289033851
1012558,6.66452733928484
1012563,6.585198370227985
1012567,6.654976021311109
1012570,6.679226365159543
1012573,6.556168079952796
1012576,6.971644702170104
1012580,6.971644702170104
1013250,7.05434087020949
1013746,7.141556022112891
1013747,7.142385621523724
1013770,7.928594839927492
1013773,7.4891023770300125
1013866,6.368419217632781
1013868,6.3848727701451065
1013870,6.830094711460888
1013958,7.452049543229852
1013993,7.454922353133519
1014053,7.477807606502849
1014056,6.553650071259482
1014059,6.655235432873398
1014165,6.658142287749018
1014211,7.662271234312325
1014307,7.100364898104129
1014372,6.733259521927462
1014375,7.101787808552669
1014378,6.638592353475711
1014446,7.057165351307722
1014557,6.507137599794195
1014761,7.150667973727751
1014811,7.069707502627009
1014996,6.604389630425502
1014998,7.307887764661621
1015000,6.557598569813531
1015318,7.257354731292939
1015322,7.257354731292939
1015470,7.292020172898631
1015739,7.223834723848224
1015743,6.70649859201044
1015961,7.172995522963464
1015962,7.3184403909121505
1016103,7.052981049349564
1016186,6.722735363803088
1016489,7.248627465091698
1016569,7.397705017764944
1016701,7.261544244503777
1016830,7.518669720871581
1016832,7.493757359945113
1017199,7.1302621373250705
1017752,7.072009768355671
1017933,7.015166016586433
1017939,7.112940904736495
1018609,7.207880453158685
1018828,7.095476887700074
1018830,7.238903948303979
1019002,6.934961403721739
1020159,7.120816752187353
1020162,7.326320855655055
1020165,7.291645877170275
1020716,6.482923036021691
1020853,6.639977202072133
1024000,7.0634267248994975
1025273,7.158201373159498
1025317,7.441414594574408
1025445,6.572077611752254
1025625,6.907147740601703
1025719,6.496589012408011
1025864,7.243854363776758
1025903,7.478929101518645
1025921,6.4706636568112
1026006,7.400549204384193
1026146,7.342752332977372
1026402,6.544680885565333
1026442,7.103897094056084
1026593,7.323017339705113
1026899,7.243253331305672
1026901,6.478002240753375
1027441,7.04626317615533
1028913,7.027769207601918
1029883,7.220650376629454
1030145,7.099845694568605
1030394,7.146328127716381
1030509,6.94786812953818
1030550,7.509815885904031
1030684,7.401281314371118
1030686,7.362602483039431
1030690,7.362602483039431
1031239,7.260410737294338
1031795,6.927087390564451
1034447,7.046250893778333
1035488,6.606450563216215
1035602,6.793888249833623
1035605,7.324335195086097
1035927,7.420589166912034
1036102,7.20631816849208
1036107,7.071913621395726
1036329,7.032797521571801
1036692,7.004367004658989
1037424,7.369019991937725
1038183,6.819848067522833
1038225,7.013787167468052
1038226,7.007463957235746
1038371,7.223806305129814
1038918,7.000211443428033
1039001,6.9517748919457745
1039261,7.369393862422928
1039264,7.4597173978692775
1039268,7.318350316401667
1039270,6.4390128460105025
1039274,7.383333030799334
1039281,6.453260030764421
1039453,7.418459218470091
1039460,7.380297725365428
1039628,7.184538254090515
1039630,7.040361264687873
1039633,7.171951321991262
1040034,7.253369764731358
1040166,6.446099444163853
1040169,7.448348047970854
1040308,7.587689771339301
1040310,7.039992112282149
1040312,6.970245183007291
1040314,7.301180476805141
1040316,6.523983048463996
1040318,7.549295078930946
1040320,7.229282111459816
1040606,6.977226951568691
1040608,7.443487985208953
1040779,7.30105316558131
1041436,7.010440287183115
1041531,7.2128708757849305
1041630,6.476668866168524
1041719,6.967708922063257
1041721,7.125176154651273
1041724,7.116309650762846
1041731,7.0558675230622185
1041734,7.236625251283742
1042108,7.2462128227236
1042285,7.219790713374573
1042684,7.238056398510723
1042873,7.0595058923636325
1042876,7.311443440644139
1042877,7.45631396012198
1043221,7.335546169624235
1043300,7.161053546518426
1043303,6.926560048416501
1043308,7.247651947022002
1043603,7.29586857660872
1043653,7.23410277851136
1043656,7.229118160013888
1043894,7.454807594966741
1044093,7.279018562840165
1044407,7.267634706264762
1044614,6.752638034650374
1044783,6.926532161938955
1044797,6.6654533226109445
1045165,6.879761559923545
1045276,6.824107852794939
1045508,6.980532439697867
1045751,6.725010585237578
1045827,6.976436661465502
1045830,7.506147876847128
1045833,7.520111455172626
1046290,6.833699154627565
1046293,6.815331104958282
1046335,6.729523262625411
1046421,7.293969790652258
1046424,7.282801752099008
1046427,7.500984982146124
1046551,6.392103114037983
1046555,6.337862097723555
1046894,7.065541083204691
1047282,6.959268524970018
1047317,6.780077940204151
1047321,6.79817969618262
1047526,7.005296712454569
1047531,7.232718900348096
1047990,7.0927556734838575
1047992,7.32613606137606
1047996,6.844572362386526
1048118,7.302028524193316
1048121,7.210041246404337
1048124,7.292473812081008
1048127,6.585843654051888
1048281,7.510413935517138
1048326,6.3722167147736295
1048332,6.3722167147736295
1048429,7.3121614863456115
1048430,7.265791732221707
1048431,7.403999469351558
1048432,7.3641413077824724
1048587,6.324965071855428
1048683,6.952793032042637
1048684,6.867325853791183
1048845,6.715900125902892
1048847,7.353347915922672
1048849,7.12983868705161
1049143,7.193578103289643
1049156,7.388487249791887
1049334,6.375854888515357
1049336,6.289397135997715
1049612,7.3941230715893695
1049614,7.050429369258792
1049617,6.983198603233796
1049736,7.281284611799956
1049961,7.352686828051372
1049963,7.476162734791692
1049964,7.496953221876402
1049966,7.400098455118056
1049967,7.422035808918424
1049970,7.306593601888205
1049974,7.323510887553961
1050231,7.3653473914163765
1050236,7.502849255140706
1050241,7.355442363860528
1050244,7.502849255140706
1050247,7.113236779855218
1050461,7.339327618550798
1050462,7.440897054033475
1050630,7.1612545091246576
1050830,7.343372409035234
1050917,7.260443971667563
1050929,7.260443971667563
1051287,7.429580058626218
1051338,7.295688018868777
1052050,5.909036614109175
1052063,6.1497984457776305
1052067,5.95613682656996
1052070,5.907262894898897
1052241,7.105306312114801
1052389,6.974800480743341
1052638,6.783344738649262
1052877,6.754300678753383
1052878,7.023179671416908
1052907,6.865948082636447
1052917,7.006522149341094
1053137,6.513985759493188
1053138,6.255347639323907
1053139,6.646776696384075
1053659,7.048405152250516
1053690,6.849747712253953
1053839,7.073931498736963
1054100,6.943679775377978
1054458,6.904397025960841
1054459,6.675838115779543
1054460,7.411523701604331
1054463,7.4721896863654536
